0, 0, 25256, 50520, -1, -1, -1, -1
1, 4.25413, 4554, 9115, -1, -1, -1, -1
2, 2.42864, 61613, 345419, -1, -1, -1, -1
3, 3.42, 92043, 506052, 3.36388e+08, 3376.91, 0, -1
7, 7.96012, 61649, 345709, 88709.6, 4.82279, -1, -1
6, 0.216623, 61649, 345709, 88709.6, 4.82279, -1, -1
7, 2.35558, 61649, 345709, 88709.6, 4.82279, -1, -1
8, 0.96429, 61649, 342139, 817.755, 4.26631, -1, -1
9, 0.649945, 61649, 342139, 654.84, 4.19199, -1, -1
6, 0.283171, 61649, 342139, 654.84, 4.19199, -1, -1
7, 3.43816, 61042, 338939, 483.78, 4.16095, -1, -1
8, 0.831945, 61042, 338579, 451.17, 4.13972, -1, -1
9, 0.415857, 61042, 338579, 121.592, 4.12322, -1, -1
6, 0.156726, 61042, 338579, 121.592, 4.12322, -1, -1
7, 2.96256, 60895, 337778, 103.89, 4.12121, -1, -1
8, 0.755658, 60895, 337699, 103.89, 4.11618, -1, -1
9, 0.416437, 60895, 337699, 103.89, 4.10841, -1, -1
6, 0.159716, 60895, 337699, 103.89, 4.10841, -1, -1
7, 2.95213, 60817, 337275, 103.89, 4.10803, -1, -1
8, 0.802762, 60817, 337214, 103.89, 4.10602, -1, -1
9, 0.420859, 60817, 337214, 103.89, 4.10194, -1, -1
6, 0.204487, 60817, 337214, 103.89, 4.10194, -1, -1
7, 3.06825, 60745, 336817, 103.89, 4.10071, -1, -1
8, 0.765884, 60745, 336782, 103.89, 4.0994, -1, -1
9, 0.416629, 60745, 336782, 103.89, 4.09505, -1, -1
6, 0.23079, 60745, 336782, 103.89, 4.09505, -1, -1
7, 2.76933, 60712, 336612, 103.89, 4.09491, -1, -1
8, 0.776248, 60712, 336579, 103.89, 4.09374, -1, -1
9, 0.636476, 60712, 336579, 103.89, 4.09074, -1, -1
6, 0.196541, 60712, 336579, 103.89, 4.09074, -1, -1
7, 3.11319, 60689, 336445, 103.89, 4.09094, -1, -1
8, 0.784893, 60689, 336437, 103.89, 4.09036, -1, -1
9, 0.610726, 60689, 336437, 103.89, 4.08789, -1, -1
6, 0.153728, 60689, 336437, 103.89, 4.08789, -1, -1
7, 2.89321, 60667, 336303, 103.89, 4.08818, -1, -1
8, 0.778822, 60667, 336294, 103.89, 4.0875, -1, -1
9, 0.421779, 60667, 336294, 103.89, 4.08528, -1, -1
6, 0.155805, 60667, 336294, 103.89, 4.08528, -1, -1
7, 2.76961, 60650, 336192, 103.89, 4.08532, -1, -1
8, 0.806294, 60650, 336187, 103.89, 4.08484, -1, -1
9, 0.463405, 60650, 336187, 103.89, 4.08286, -1, -1
6, 0.148463, 60650, 336187, 103.89, 4.08286, -1, -1
7, 3.21019, 60630, 336071, 103.89, 4.0829, -1, -1
8, 0.825944, 60630, 336064, 103.89, 4.08236, -1, -1
9, 0.613469, 60630, 336064, 103.89, 4.08037, -1, -1
6, 0.149388, 60977, 337851, 103.89, 4.0847, -1, -1
7, 3.54342, 60716, 336553, 103.89, 4.0808, -1, -1
8, 0.967144, 60716, 336558, 103.89, 4.07798, -1, -1
9, 0.595499, 60716, 336558, 103.89, 4.07418, -1, -1
6, 0.197131, 60834, 337135, 103.89, 4.07516, -1, -1
7, 3.07259, 60698, 336455, 103.89, 4.07435, -1, -1
8, 0.904679, 60698, 336443, 103.89, 4.07316, -1, -1
9, 0.538807, 60698, 336443, 103.89, 4.07051, -1, -1
6, 0.201071, 65306, 361037, 103.89, 4.14344, -1, -1
7, 3.54293, 62173, 345445, 103.89, 4.07009, -1, -1
8, 0.977361, 62173, 345330, 103.89, 4.05233, -1, -1
9, 0.533532, 62173, 345330, 103.89, 4.03163, -1, -1
6, 0.16828, 63276, 350730, 103.89, 4.04292, -1, -1
7, 3.25969, 62168, 345316, 103.89, 4.03205, -1, -1
8, 0.912269, 62168, 345288, 103.89, 4.02637, -1, -1
9, 0.748509, 62168, 345288, 103.89, 4.01687, -1, -1
6, 0.268186, 74411, 410018, 72.8599, 4.1788, -1, -1
7, 4.45431, 65915, 367230, 30.1496, 4.01349, -1, -1
8, 1.20951, 65915, 366774, 30.1496, 3.98435, -1, -1
9, 0.682521, 65915, 366774, 26.5536, 3.94676, -1, -1
6, 0.18508, 69052, 382001, 26.5536, 3.97649, -1, -1
7, 3.75901, 65848, 366474, 14.8534, 3.94937, -1, -1
8, 1.00777, 65848, 366391, 14.5764, 3.94307, -1, -1
9, 0.836141, 65848, 366391, 14.5764, 3.92812, -1, -1
6, 0.167377, 68157, 377437, 18.4925, 3.9509, -1, -1
7, 3.32242, 65859, 366519, 14.5764, 3.93165, -1, -1
8, 1.09485, 65859, 366501, 13.6467, 3.92843, -1, -1
9, 0.564015, 65859, 366501, 13.6281, 3.91957, -1, -1
6, 0.184761, 67735, 375393, 15.9865, 3.9391, -1, -1
7, 3.33529, 65796, 366176, 13.6281, 3.92227, -1, -1
8, 0.96829, 65796, 366158, 13.6281, 3.92028, -1, -1
9, 0.610171, 65796, 366158, 13.6281, 3.91443, -1, -1
6, 0.188029, 70029, 388158, 20.1271, 3.95558, -1, -1
7, 3.86687, 66873, 372204, 12.3453, 3.92182, -1, -1
8, 1.13836, 66873, 372155, 12.3453, 3.91786, -1, -1
9, 0.759487, 66873, 372155, 11.6444, 3.90622, -1, -1
6, 0.19999, 68986, 382596, 22.2018, 3.92684, -1, -1
7, 3.53482, 66890, 372320, 12.8046, 3.91045, -1, -1
8, 1.05409, 66890, 372295, 12.8046, 3.90825, -1, -1
9, 0.609729, 66890, 372295, 10.9255, 3.90088, -1, -1
6, 0.178079, 68608, 380636, 20.7349, 3.91824, -1, -1
