0, 0, 110, 192, -1, -1, -1, -1
1, 0.049427, 94, 188, -1, -1, -1, -1
2, 0.484834, 12254, 64442, -1, -1, -1, -1
3, 0.461209, 13459, 70939, 7657.46, 6.30139, 0, -1
7, 0.851749, 12058, 63114, 140.965, 4.0567, -1, -1
6, 0.026125, 12058, 63114, 140.965, 4.0567, -1, -1
7, 0.344821, 12058, 63114, 140.965, 4.0567, -1, -1
8, 0.156149, 12058, 63016, 17.7165, 4.00957, -1, -1
9, 0.093346, 12058, 63016, 9.58352, 3.95036, -1, -1
7, 0.490737, 11937, 62340, 9.56946, 3.95079, -1, -1
4, 1.96902, 11937, 62340, 9.56946, 3.95079, -1, -1
5, 0.038777, 410, 1354, 8.92366, 3.96512, -1, -1
-1, 3.00327, 410, 1354, 8.92366, 3.96512, 0, 40
